Points_0,Points_1,Points_2,U_0,U_1,U_2,U_Magnitude
0.008255,0.05,0,0.00186545,1.34516,-8.31829e-07,1.34516
0.0083185,0.05,0,0.00176753,1.34915,-8.45333e-07,1.34915
0.008382,0.05,0,0.00166961,1.35313,-8.58837e-07,1.35313
0.0084455,0.05,0,0.00157168,1.35712,-8.72341e-07,1.35712
0.008509,0.05,0,0.00147376,1.36111,-8.85845e-07,1.36111
0.0085725,0.05,0,0.00137584,1.36509,-8.9935e-07,1.36509
0.008636,0.05,0,0.00127792,1.36908,-9.12854e-07,1.36908
0.0086995,0.05,0,0.00118,1.37307,-9.26358e-07,1.37307
0.008763,0.05,0,0.00108207,1.37705,-9.39862e-07,1.37705
0.0088265,0.05,0,0.000984152,1.38104,-9.53366e-07,1.38104
0.00889,0.05,0,0.000886231,1.38502,-9.66871e-07,1.38503
0.0089535,0.05,0,0.000788309,1.38901,-9.80375e-07,1.38901
0.009017,0.05,0,0.000690388,1.393,-9.93879e-07,1.393
0.0090805,0.05,0,0.000592465,1.39698,-1.00738e-06,1.39698
0.009144,0.05,0,0.000494543,1.40097,-1.02089e-06,1.40097
0.0092075,0.05,0,0.000396622,1.40496,-1.03439e-06,1.40496
0.009271,0.05,0,0.000298699,1.40894,-1.0479e-06,1.40894
0.0093345,0.05,0,0.000200779,1.41293,-1.0614e-06,1.41293
0.009398,0.05,0,0.000102856,1.41692,-1.0749e-06,1.41692
0.0094615,0.05,0,4.93367e-06,1.4209,-1.08841e-06,1.4209
0.009525,0.05,0,-9.29873e-05,1.42489,-1.10191e-06,1.42489
0.0095885,0.05,0,-0.00019091,1.42887,-1.11542e-06,1.42887
0.009652,0.05,0,-0.000288831,1.43286,-1.12892e-06,1.43286
0.0097155,0.05,0,-0.000386753,1.43685,-1.14243e-06,1.43685
